matrix,dataset,backbone,label_budget_per_class,validation_budget_per_class,seed,method,status,reference_method,device,inference_dtype,quantization,batch_size,requested_batch_size,max_inference_batch_size,warmup_repeats,timing_repeats,max_epochs,accuracy,macro_f1,model_size_mb,latency_ms_per_example,throughput_examples_per_second,peak_memory_mb,train_examples,validation_examples,test_examples,train_class_counts,validation_class_counts,test_class_counts,train_index_hash,validation_index_hash,test_index_hash,fine_tune_seconds,failure_reason,accuracy_delta_vs_fp32_cpu,macro_f1_delta_vs_fp32_cpu,model_size_reduction_vs_fp32_cpu,latency_reduction_vs_fp32_cpu,throughput_gain_vs_fp32_cpu,peak_memory_reduction_vs_fp32_cpu,best_deployment_improvement_vs_fp32_cpu
strengthened,sst2,albert-base-v2,64,64,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.5546875,0.4538513361778576,44.58638572692871,26.595665680468983,37.600111687911934,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",b9b8ee95f7ce41afcab2351900a9de15cd69e4f080cbbf49b4f1a9164f8eb810,3fe1ca6d9d4de24a08993f23dc82a3c0a95ec68689955242d693d63fa3fed1e1,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.0049638539931038,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,64,64,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.4609375,0.45238095238095244,22.370460510253906,15.569306292189822,64.22893745122346,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",b9b8ee95f7ce41afcab2351900a9de15cd69e4f080cbbf49b4f1a9164f8eb810,3fe1ca6d9d4de24a08993f23dc82a3c0a95ec68689955242d693d63fa3fed1e1,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.0049638539931038,,-0.09375,-0.0014703837969051725,0.4982670125526034,0.4145923445103527,0.7082113474644925,0.0,0.7082113474644925
strengthened,sst2,albert-base-v2,64,64,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.5546875,0.4538513361778576,44.58638572692871,0.854401971093921,1170.4092848939297,87.5791015625,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",b9b8ee95f7ce41afcab2351900a9de15cd69e4f080cbbf49b4f1a9164f8eb810,3fe1ca6d9d4de24a08993f23dc82a3c0a95ec68689955242d693d63fa3fed1e1,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.0049638539931038,,0.0,0.0,0.0,0.9678743904604965,30.127814050355727,0.0,30.127814050355727
strengthened,sst2,albert-base-v2,64,64,6,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.55859375,0.4608517379554562,44.58638572692871,0.948305721090037,1054.5122503853954,96.3046875,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",b9b8ee95f7ce41afcab2351900a9de15cd69e4f080cbbf49b4f1a9164f8eb810,3fe1ca6d9d4de24a08993f23dc82a3c0a95ec68689955242d693d63fa3fed1e1,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.0049638539931038,,0.00390625,0.007000401777598586,0.0,0.9643435989727287,27.045455267208972,0.0,27.045455267208972
strengthened,sst2,albert-base-v2,64,64,7,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.59765625,0.5234842324026385,44.58638572692871,24.485936474218306,40.839769434708714,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",1d5054eb18b5288d6094042e31f812365997095a88d5625614461dd5bedd5e6e,7e7a88b9fd85128a0c479668d85ebc1414dfe670d8bec9563640301d08d24fc6,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.45908255399990594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,64,64,7,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.5,0.3591989987484355,22.370460510253906,16.545151310936035,60.44066815750538,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",1d5054eb18b5288d6094042e31f812365997095a88d5625614461dd5bedd5e6e,7e7a88b9fd85128a0c479668d85ebc1414dfe670d8bec9563640301d08d24fc6,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.45908255399990594,,-0.09765625,-0.164285233654203,0.4982670125526034,0.32429983519900374,0.47994636096398585,0.0,0.4982670125526034
strengthened,sst2,albert-base-v2,64,64,7,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.59765625,0.5234842324026385,44.58638572692871,0.8441961414064281,1184.5588376345847,88.3857421875,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",1d5054eb18b5288d6094042e31f812365997095a88d5625614461dd5bedd5e6e,7e7a88b9fd85128a0c479668d85ebc1414dfe670d8bec9563640301d08d24fc6,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.45908255399990594,,0.0,0.0,0.0,0.9655232242272908,28.00503244829432,0.0,28.00503244829432
strengthened,sst2,albert-base-v2,64,64,7,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.60546875,0.5360904279178255,44.58638572692871,0.9383743875048367,1065.6727350146753,96.970703125,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",1d5054eb18b5288d6094042e31f812365997095a88d5625614461dd5bedd5e6e,7e7a88b9fd85128a0c479668d85ebc1414dfe670d8bec9563640301d08d24fc6,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.45908255399990594,,0.0078125,0.012606195515186935,0.0,0.9616770063708665,25.09399489187582,0.0,25.09399489187582
strengthened,sst2,albert-base-v2,64,64,8,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.7578125,0.7568627450980392,44.58638572692871,23.67018542187793,42.24723981569311,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",d82ab2ace3b40fb3fe408fc83a77fa98890ac78216b00901b97f6f8759d3b30b,34af2fc285cad4a3bfd6389fdbcd83869dc1cbfcd21cbe19c0d14190fe597bbc,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.4755046259961091,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,64,64,8,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.50390625,0.3729241807626285,22.370460510253906,15.7001947078129,63.69347760396687,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",d82ab2ace3b40fb3fe408fc83a77fa98890ac78216b00901b97f6f8759d3b30b,34af2fc285cad4a3bfd6389fdbcd83869dc1cbfcd21cbe19c0d14190fe597bbc,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.4755046259961091,,-0.25390625,-0.3839385643354107,0.4982670125526034,0.3367101090259526,0.5076364250501251,0.0,0.5076364250501251
strengthened,sst2,albert-base-v2,64,64,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.7578125,0.7568627450980392,44.58638572692871,0.8676742539080351,1152.5062493164517,87.17578125,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",d82ab2ace3b40fb3fe408fc83a77fa98890ac78216b00901b97f6f8759d3b30b,34af2fc285cad4a3bfd6389fdbcd83869dc1cbfcd21cbe19c0d14190fe597bbc,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.4755046259961091,,0.0,0.0,0.0,0.9633431577132446,26.280036621193485,0.0,26.280036621193485
strengthened,sst2,albert-base-v2,64,64,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.7578125,0.7566092130282771,44.58638572692871,0.9568212453132219,1045.127295091199,96.8076171875,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",d82ab2ace3b40fb3fe408fc83a77fa98890ac78216b00901b97f6f8759d3b30b,34af2fc285cad4a3bfd6389fdbcd83869dc1cbfcd21cbe19c0d14190fe597bbc,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.4755046259961091,,0.0,-0.00025353206976208575,0.0,0.9595769433885022,23.73835686427441,0.0,23.73835686427441
strengthened,sst2,albert-base-v2,128,128,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.75,0.7354688710927408,44.58638572692871,23.770917219536614,42.068212629932916,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",9f0e22195dcad97529fa0f97799bbc27d961771cb3ca1284f3b3a4d2ea1fd374,5be617f6386af5307cc016ad708fa9da507cf547f844a2617e3cf91f87a2a402,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,0.9825852259964449,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,128,128,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.48046875,0.4798258345428157,22.370460510253906,16.190994944531667,61.762726961862164,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",9f0e22195dcad97529fa0f97799bbc27d961771cb3ca1284f3b3a4d2ea1fd374,5be617f6386af5307cc016ad708fa9da507cf547f844a2617e3cf91f87a2a402,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,0.9825852259964449,,-0.26953125,-0.25564303654992515,0.4982670125526034,0.31887378198327293,0.4681566698632676,0.0,0.4982670125526034
strengthened,sst2,albert-base-v2,128,128,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.75,0.7354688710927408,44.58638572692871,0.8466770484403696,1181.0878797790263,87.5791015625,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",9f0e22195dcad97529fa0f97799bbc27d961771cb3ca1284f3b3a4d2ea1fd374,5be617f6386af5307cc016ad708fa9da507cf547f844a2617e3cf91f87a2a402,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,0.9825852259964449,,0.0,0.0,0.0,0.9643818098973265,27.075542219225245,0.0,27.075542219225245
strengthened,sst2,albert-base-v2,128,128,6,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.74609375,0.7308096740273397,44.58638572692871,0.9528627234374198,1049.469115963036,96.3046875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",9f0e22195dcad97529fa0f97799bbc27d961771cb3ca1284f3b3a4d2ea1fd374,5be617f6386af5307cc016ad708fa9da507cf547f844a2617e3cf91f87a2a402,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,0.9825852259964449,,-0.00390625,-0.004659197065401188,0.0,0.9599147683432977,23.946843480017602,0.0,23.946843480017602
strengthened,sst2,albert-base-v2,128,128,7,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.5,0.3333333333333333,44.58638572692871,25.127203681250876,39.797504437239404,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",a56659195aaacc64d97afea00e54775624276ae07bf3b3e37efc176ead91b628,c2aedf5dc32d44f87133a0a46a4a9bd3345e864631754f034b204ad20e883f84,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.9785085370021989,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,128,128,7,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.48046875,0.33101483446311036,22.370460510253906,16.79293821406418,59.548840545515404,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",a56659195aaacc64d97afea00e54775624276ae07bf3b3e37efc176ead91b628,c2aedf5dc32d44f87133a0a46a4a9bd3345e864631754f034b204ad20e883f84,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.9785085370021989,,-0.01953125,-0.0023184988702229514,0.4982670125526034,0.3316829669114937,0.49629584536949606,0.0,0.4982670125526034
strengthened,sst2,albert-base-v2,128,128,7,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.5,0.3333333333333333,44.58638572692871,0.8555556257817898,1168.831072890462,88.3857421875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",a56659195aaacc64d97afea00e54775624276ae07bf3b3e37efc176ead91b628,c2aedf5dc32d44f87133a0a46a4a9bd3345e864631754f034b204ad20e883f84,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.9785085370021989,,0.0,0.0,0.0,0.9659510211866441,28.36945643749363,0.0,28.36945643749363
strengthened,sst2,albert-base-v2,128,128,7,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.5,0.3333333333333333,44.58638572692871,0.940833067187441,1062.887811744792,96.970703125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",a56659195aaacc64d97afea00e54775624276ae07bf3b3e37efc176ead91b628,c2aedf5dc32d44f87133a0a46a4a9bd3345e864631754f034b204ad20e883f84,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,0.9785085370021989,,0.0,0.0,0.0,0.9625571918339063,25.70739853603043,0.0,25.70739853603043
strengthened,sst2,albert-base-v2,128,128,8,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.83203125,0.8311008822401227,44.58638572692871,24.12462029608946,41.45142960704329,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",6c3c9ca10607e0e2f6c98f731cdda8fcefb7118375cc0d1cb91c5446e2feeb61,7649be811740426ca2a0a9be6d783bc90e55551fef5e0ef04e1d1c0207382e9c,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.9241569570003776,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,128,128,8,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.4921875,0.3298429319371728,22.370460510253906,15.827940549218056,63.17941344866896,0.0,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",6c3c9ca10607e0e2f6c98f731cdda8fcefb7118375cc0d1cb91c5446e2feeb61,7649be811740426ca2a0a9be6d783bc90e55551fef5e0ef04e1d1c0207382e9c,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.9241569570003776,,-0.33984375,-0.50125795030295,0.4982670125526034,0.34390923649962174,0.5241793599787865,0.0,0.5241793599787865
strengthened,sst2,albert-base-v2,128,128,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.83203125,0.8311008822401227,44.58638572692871,0.847432742187948,1180.0346507949948,87.17578125,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",6c3c9ca10607e0e2f6c98f731cdda8fcefb7118375cc0d1cb91c5446e2feeb61,7649be811740426ca2a0a9be6d783bc90e55551fef5e0ef04e1d1c0207382e9c,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.9241569570003776,,0.0,0.0,0.0,0.9648727013404926,27.467887886657767,0.0,27.467887886657767
strengthened,sst2,albert-base-v2,128,128,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.83203125,0.8312872622496054,44.58638572692871,0.9459696640647053,1057.1163515996207,96.8076171875,256,256,256,"{""0"":128,""1"":128}","{""0"":128,""1"":128}","{""0"":128,""1"":128}",6c3c9ca10607e0e2f6c98f731cdda8fcefb7118375cc0d1cb91c5446e2feeb61,7649be811740426ca2a0a9be6d783bc90e55551fef5e0ef04e1d1c0207382e9c,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,0.9241569570003776,,0.0,0.0001863800094826784,0.0,0.9607882050596235,24.50253059112825,0.0,24.50253059112825
strengthened,sst2,albert-base-v2,256,256,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.5,0.3333333333333333,44.58638572692871,24.962683022658894,40.05979642061269,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",2c67d4274fad999bd11bb906e59700de7a3d970d44fe6bab7d8acb50b678646d,780a17f38b030ab71b094294d40319de00a25c61f7e75844f2457266e721c1ad,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.9364495229965542,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,256,256,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.5,0.3333333333333333,22.370460510253906,16.047005624216126,62.31692213598564,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",2c67d4274fad999bd11bb906e59700de7a3d970d44fe6bab7d8acb50b678646d,780a17f38b030ab71b094294d40319de00a25c61f7e75844f2457266e721c1ad,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.9364495229965542,,0.0,0.0,0.4982670125526034,0.35716022153347504,0.555597574228325,0.0,0.555597574228325
strengthened,sst2,albert-base-v2,256,256,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.5,0.3333333333333333,44.58638572692871,0.85092915234668,1175.18596847013,87.5791015625,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",2c67d4274fad999bd11bb906e59700de7a3d970d44fe6bab7d8acb50b678646d,780a17f38b030ab71b094294d40319de00a25c61f7e75844f2457266e721c1ad,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.9364495229965542,,0.0,0.0,0.0,0.9659119513886275,28.33579482359627,0.0,28.33579482359627
strengthened,sst2,albert-base-v2,256,256,6,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.5,0.3333333333333333,44.58638572692871,0.9585069210913844,1043.289284610872,96.3046875,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",2c67d4274fad999bd11bb906e59700de7a3d970d44fe6bab7d8acb50b678646d,780a17f38b030ab71b094294d40319de00a25c61f7e75844f2457266e721c1ad,051d35538d40d9eaeb2f24aee1e8b19dd8153f57d6187bea7834e36fcaa4c06b,1.9364495229965542,,0.0,0.0,0.0,0.9616024078733308,25.04329971267776,0.0,25.04329971267776
strengthened,sst2,albert-base-v2,256,256,7,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.8671875,0.8668950330315635,44.58638572692871,24.518269881252763,40.785912090992326,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",c5c933c9957bb1c55f77fd6a4d1ef49be769341d05d77a628973f44998d62627,5884fe2b8c924158a2637beaa1c3b4787bf33f332c3b03e2e48ace8246280f17,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,1.923692108000978,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,256,256,7,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.5,0.3333333333333333,22.370460510253906,15.857909232033764,63.060015375794336,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",c5c933c9957bb1c55f77fd6a4d1ef49be769341d05d77a628973f44998d62627,5884fe2b8c924158a2637beaa1c3b4787bf33f332c3b03e2e48ace8246280f17,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,1.923692108000978,,-0.3671875,-0.5335616996982302,0.4982670125526034,0.3532207081153353,0.5461224756996743,0.0,0.5461224756996743
strengthened,sst2,albert-base-v2,256,256,7,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.8671875,0.8668950330315635,44.58638572692871,0.8702687609343229,1149.070315848632,88.3857421875,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",c5c933c9957bb1c55f77fd6a4d1ef49be769341d05d77a628973f44998d62627,5884fe2b8c924158a2637beaa1c3b4787bf33f332c3b03e2e48ace8246280f17,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,1.923692108000978,,0.0,0.0,0.0,0.9645052948209959,27.17321611651311,0.0,27.17321611651311
strengthened,sst2,albert-base-v2,256,256,7,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.87109375,0.8707604754692735,44.58638572692871,0.9599196664055398,1041.7538414902392,96.970703125,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",c5c933c9957bb1c55f77fd6a4d1ef49be769341d05d77a628973f44998d62627,5884fe2b8c924158a2637beaa1c3b4787bf33f332c3b03e2e48ace8246280f17,86ff21db0062c5ce97222583d8b206e4716eab415bae36eba2edda1aae31aab8,1.923692108000978,,0.00390625,0.0038654424377100316,0.0,0.960848800871569,24.542001835489497,0.0,24.542001835489497
strengthened,sst2,albert-base-v2,256,256,8,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.7734375,0.7636872930990578,44.58638572692871,22.501975466406066,44.440542631153996,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",dd5e0b058bafcf2aeb1226750797e5e970ad261044cb4dc78b702395eaec1fde,c1672d5e5d0fa8bb910be7b43fd2f546e8a53125d9e54edccc16d8c00db5e2ee,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,1.8477732920000562,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,sst2,albert-base-v2,256,256,8,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.5078125,0.35693779904306216,22.370460510253906,15.21442401171953,65.7271020729874,0.0,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",dd5e0b058bafcf2aeb1226750797e5e970ad261044cb4dc78b702395eaec1fde,c1672d5e5d0fa8bb910be7b43fd2f546e8a53125d9e54edccc16d8c00db5e2ee,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,1.8477732920000562,,-0.265625,-0.40674949405599564,0.4982670125526034,0.3238627410987253,0.4789896383243298,0.0,0.4982670125526034
strengthened,sst2,albert-base-v2,256,256,8,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.7734375,0.7636872930990578,44.58638572692871,0.8661357687515192,1154.5534038404137,87.17578125,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",dd5e0b058bafcf2aeb1226750797e5e970ad261044cb4dc78b702395eaec1fde,c1672d5e5d0fa8bb910be7b43fd2f546e8a53125d9e54edccc16d8c00db5e2ee,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,1.8477732920000562,,0.0,0.0,0.0,0.9615084564444307,24.979732367872604,0.0,24.979732367872604
strengthened,sst2,albert-base-v2,256,256,8,bf16_gpu,PASS,fp32_gpu,cuda,bf16,none,8,8,8,1,5,3,0.76953125,0.7592105472922346,44.58638572692871,0.9610116132819257,1040.570151472911,96.8076171875,512,512,256,"{""0"":256,""1"":256}","{""0"":256,""1"":256}","{""0"":128,""1"":128}",dd5e0b058bafcf2aeb1226750797e5e970ad261044cb4dc78b702395eaec1fde,c1672d5e5d0fa8bb910be7b43fd2f546e8a53125d9e54edccc16d8c00db5e2ee,5c5b00b985b2233459e47d9a4b0a5c8bf88628361f163097522bd283b41f3b17,1.8477732920000562,,-0.00390625,-0.0044767458068232235,0.0,0.9572921224309106,22.414884019517885,0.0,22.414884019517885
strengthened,mrpc,albert-base-v2,64,64,6,fp32_cpu,PASS,fp32_cpu,cpu,fp32,none,8,8,8,1,5,3,0.57421875,0.5551516890653148,44.58638572692871,37.59260586796813,26.600975827857653,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2a004252776a520730b96c7dea42cce94e695883ef4d5c51debdea2dd0c6188c,9671e519a3a5b5ed9c585b93f479685a91e735936d563541cafa3dea1f103742,49397107fe7cd7f1fba058067518ec6f9b2833bb4f2fe63979b55080fe12bdbe,0.6065582390001509,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strengthened,mrpc,albert-base-v2,64,64,6,dynamic_int8_cpu,PASS,fp32_cpu,cpu,int8_dynamic,dynamic_int8_linear,8,8,8,1,5,3,0.48828125,0.4873347091645647,22.370460510253906,25.37548313437128,39.408116673274,0.0,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2a004252776a520730b96c7dea42cce94e695883ef4d5c51debdea2dd0c6188c,9671e519a3a5b5ed9c585b93f479685a91e735936d563541cafa3dea1f103742,49397107fe7cd7f1fba058067518ec6f9b2833bb4f2fe63979b55080fe12bdbe,0.6065582390001509,,-0.0859375,-0.06781697990075009,0.4982670125526034,0.3249873865223801,0.48145379809729294,0.0,0.4982670125526034
strengthened,mrpc,albert-base-v2,64,64,6,fp32_gpu,PASS,fp32_gpu,cuda,fp32,none,8,8,8,1,5,3,0.57421875,0.5551516890653148,44.58638572692871,0.8981295507851428,1113.4251168172814,102.5625,128,128,256,"{""0"":64,""1"":64}","{""0"":64,""1"":64}","{""0"":128,""1"":128}",2a004252776a520730b96c7dea42cce94e695883ef4d5c51debdea2dd0c6188c,9671e519a3a5b5ed9c585b93f479685a91e735936d563541cafa3dea1f103742,49397107fe7cd7f1fba058067518ec6f9b2833bb4f2fe63979b55080fe12bdbe,0.6065582390001509,,0.0,0.0,0.0,0.9761088775292798,40.856551580008436,0.0,40.856551580008436
